Trip Seconds	Trip Miles	Pickup Community Area	Dropoff Community Area	Company	Trip Start Day	Trip Start Month	Trip Start Hour
1560.0	0.6	32.0	32.0	27	1	1	0
240.0	1.1	32.0	32.0	27	1	1	0
840.0	1.1	8.0	32.0	27	1	1	1
600.0	1.3	8.0	32.0	27	1	1	1
600.0	1.7	33.0	28.0	27	1	1	15
1200.0	7.1	28.0	6.0	27	1	1	16
540.0	2.2	77.0	2.0	27	1	1	16
1020.0	6.9	8.0	60.0	27	1	1	18
240.0	3.5	8.0	8.0	27	1	1	20
1320.0	13.1	8.0	56.0	27	2	1	5
300.0	0.7	32.0	32.0	27	2	1	6
420.0	1.2	28.0	8.0	27	2	1	6
480.0	1.6	8.0	28.0	27	2	1	7
180.0	0.6	28.0	32.0	27	2	1	7
600.0	1.4	8.0	32.0	27	2	1	8
420.0	1.0	28.0	32.0	27	2	1	8
1560.0	12.7	56.0	8.0	27	2	1	9
360.0	0.7	8.0	32.0	27	2	1	9
600.0	1.4	32.0	8.0	27	2	1	10
420.0	1.1	8.0	32.0	27	2	1	10
1740.0	17.8	76.0	32.0	27	2	1	10
660.0	2.4	28.0	8.0	27	2	1	10
720.0	3.1	33.0	8.0	27	2	1	10
1260.0	6.0	8.0	28.0	27	2	1	11
540.0	1.4	32.0	8.0	27	2	1	12
540.0	2.9	32.0	33.0	27	2	1	13
1740.0	13.9	76.0	6.0	27	2	1	13
420.0	1.3	33.0	32.0	27	2	1	14
300.0	1.5	7.0	8.0	27	2	1	14
2040.0	15.7	76.0	24.0	27	2	1	15
780.0	1.4	8.0	32.0	27	2	1	15
3000.0	17.4	76.0	32.0	27	2	1	16
2220.0	12.5	56.0	24.0	27	2	1	17
1800.0	16.8	76.0	8.0	27	2	1	19
1620.0	18.5	76.0	32.0	27	2	1	20
720.0	3.5	8.0	6.0	27	2	1	20
1380.0	16.4	76.0	8.0	27	2	1	21
1200.0	17.8	8.0	76.0	27	3	1	5
1620.0	16.8	76.0	8.0	27	3	1	6
540.0	1.8	8.0	32.0	27	3	1	7
240.0	0.8	28.0	28.0	27	3	1	7
600.0	1.6	28.0	32.0	27	3	1	7
360.0	1.3	28.0	8.0	27	3	1	8
420.0	0.7	8.0	32.0	27	3	1	8
1320.0	7.7	28.0	6.0	27	3	1	9
1980.0	17.9	76.0	32.0	27	3	1	11
3360.0	18.1	76.0	32.0	27	3	1	14
1800.0	13.6	56.0	8.0	27	3	1	15
360.0	0.8	8.0	24.0	27	3	1	16
1200.0	7.7	28.0	14.0	27	3	1	17
3540.0	13.5	76.0	7.0	27	3	1	17
780.0	2.3	8.0	28.0	27	3	1	18
1560.0	16.5	76.0	8.0	27	3	1	21
360.0	1.2	8.0	32.0	27	4	1	6
480.0	1.9	28.0	28.0	27	4	1	6
240.0	0.6	28.0	32.0	27	4	1	7
360.0	0.8	28.0	32.0	27	4	1	7
600.0	2.0	28.0	8.0	27	4	1	7
300.0	0.7	8.0	8.0	27	4	1	8
300.0	0.8	8.0	32.0	27	4	1	8
720.0	1.9	28.0	8.0	27	4	1	8
600.0	1.5	8.0	32.0	27	4	1	9
420.0	1.4	28.0	32.0	27	4	1	9
660.0	1.4	8.0	32.0	27	4	1	10
780.0	4.2	32.0	24.0	27	4	1	14
660.0	1.4	32.0	8.0	27	4	1	15
540.0	1.4	8.0	28.0	27	4	1	15
540.0	2.1	32.0	32.0	27	4	1	16
420.0	0.8	32.0	8.0	27	4	1	16
660.0	2.5	33.0	8.0	27	4	1	16
480.0	0.8	8.0	8.0	27	4	1	17
840.0	1.4	32.0	28.0	27	4	1	17
660.0	0.6	32.0	28.0	27	4	1	17
300.0	0.7	32.0	32.0	27	4	1	17
1260.0	4.1	32.0	7.0	27	4	1	17
780.0	0.7	32.0	8.0	27	4	1	18
1080.0	3.0	32.0	8.0	27	4	1	18
2460.0	12.4	76.0	6.0	27	4	1	19
1020.0	2.0	8.0	32.0	27	4	1	19
900.0	7.6	8.0	39.0	27	4	1	19
960.0	4.0	8.0	24.0	27	4	1	21
1500.0	15.4	76.0	24.0	27	4	1	21
480.0	1.3	32.0	8.0	27	4	1	21
780.0	1.5	8.0	24.0	27	4	1	22
660.0	2.1	8.0	8.0	27	4	1	22
660.0	1.6	32.0	28.0	27	4	1	22
960.0	6.9	28.0	39.0	27	4	1	23
1620.0	13.9	76.0	6.0	27	5	1	8
1680.0	16.4	76.0	8.0	27	5	1	12
660.0	1.6	8.0	8.0	27	5	1	12
1500.0	14.1	56.0	41.0	27	5	1	18
