Trip Seconds	Trip Miles	Pickup Community Area	Dropoff Community Area	Company	Trip Start Day	Trip Start Month	Trip Start Hour
240.0	0.6	6.0	7.0	36	1	1	1
840.0	3.9	8.0	6.0	36	1	1	2
1980.0	8.3	6.0	19.0	36	1	1	2
840.0	4.9	6.0	8.0	36	1	1	4
1560.0	13.7	76.0	6.0	36	1	1	18
1440.0	14.8	76.0	6.0	36	1	1	21
1140.0	16.7	76.0	24.0	36	1	1	22
1560.0	14.5	76.0	6.0	36	1	1	23
3840.0	15.3	76.0	6.0	36	3	1	16
1020.0	3.9	6.0	16.0	36	3	1	17
1200.0	15.1	76.0	22.0	36	3	1	21
240.0	2.7	76.0	76.0	36	3	1	21
1680.0	11.7	76.0	4.0	36	5	1	20
1680.0	17.1	76.0	8.0	36	5	1	22
900.0	7.1	32.0	6.0	36	5	1	23
240.0	1.3	32.0	28.0	36	6	1	0
480.0	2.6	8.0	24.0	36	6	1	0
1500.0	15.0	76.0	7.0	36	7	1	20
780.0	9.5	16.0	76.0	36	8	1	14
2880.0	17.8	76.0	8.0	36	8	1	18
300.0	0.9	8.0	8.0	36	8	1	19
1200.0	17.9	76.0	32.0	36	8	1	22
1140.0	17.6	76.0	8.0	36	8	1	23
1260.0	13.5	76.0	22.0	36	10	1	13
1620.0	8.5	76.0	17.0	36	10	1	17
1800.0	8.8	76.0	12.0	36	10	1	18
1680.0	14.9	76.0	24.0	36	11	1	19
1440.0	16.9	76.0	24.0	36	11	1	21
1200.0	14.9	76.0	24.0	36	11	1	23
1620.0	18.1	76.0	32.0	36	13	1	15
2580.0	15.0	76.0	1.0	36	13	1	17
1560.0	14.9	76.0	7.0	36	13	1	21
1740.0	17.7	76.0	28.0	36	15	1	19
1920.0	18.2	76.0	8.0	36	15	1	22
1500.0	15.0	76.0	7.0	36	17	1	11
2340.0	18.9	76.0	32.0	36	17	1	13
600.0	1.1	8.0	32.0	36	17	1	14
3420.0	14.5	76.0	77.0	36	17	1	18
3540.0	14.4	76.0	6.0	36	18	1	18
360.0	0.8	6.0	6.0	36	18	1	19
1560.0	18.2	76.0	32.0	36	19	1	20
1800.0	18.3	76.0	8.0	36	19	1	23
1440.0	16.8	76.0	8.0	36	20	1	0
1500.0	17.7	76.0	32.0	36	20	1	22
1740.0	13.9	76.0	22.0	36	21	1	20
1380.0	14.5	76.0	7.0	36	21	1	23
660.0	3.5	76.0	76.0	36	22	1	19
1920.0	15.5	76.0	6.0	36	22	1	20
960.0	3.5	6.0	22.0	36	22	1	21
1500.0	13.8	76.0	3.0	36	23	1	2
2400.0	15.6	76.0	24.0	36	24	1	17
2220.0	15.9	76.0	6.0	36	24	1	20
1500.0	15.1	76.0	3.0	36	25	1	0
2400.0	14.7	76.0	77.0	36	26	1	16
2100.0	14.3	76.0	6.0	36	26	1	21
1320.0	16.5	76.0	8.0	36	27	1	0
420.0	1.5	5.0	16.0	36	27	1	1
2160.0	16.9	76.0	8.0	36	28	1	17
1920.0	15.7	76.0	6.0	36	28	1	23
900.0	5.1	6.0	32.0	36	29	1	0
1440.0	14.6	76.0	6.0	36	29	1	1
1320.0	16.2	76.0	24.0	36	29	1	21
1320.0	15.6	76.0	7.0	36	29	1	22
1440.0	17.7	76.0	24.0	36	30	1	0
1620.0	15.2	76.0	6.0	36	30	1	21
2100.0	18.4	76.0	28.0	36	31	1	20
1380.0	15.0	76.0	24.0	36	31	1	22
1980.0	16.7	76.0	8.0	36	2	2	20
1740.0	17.3	76.0	8.0	36	2	2	21
600.0	2.0	8.0	8.0	36	3	2	1
360.0	1.2	7.0	7.0	36	3	2	1
360.0	1.9	8.0	7.0	36	3	2	1
1260.0	5.6	7.0	16.0	36	3	2	1
3000.0	16.4	76.0	8.0	36	4	2	19
1560.0	16.8	76.0	8.0	36	5	2	21
1380.0	17.6	76.0	8.0	36	6	2	0
1500.0	14.6	76.0	22.0	36	6	2	21
2160.0	19.1	76.0	32.0	36	6	2	23
2700.0	14.9	76.0	77.0	36	7	2	20
2040.0	13.9	76.0	6.0	36	7	2	22
480.0	2.1	16.0	15.0	36	7	2	23
1440.0	16.1	76.0	7.0	36	8	2	0
1800.0	17.5	76.0	28.0	36	8	2	20
1920.0	21.7	76.0	33.0	36	8	2	23
1080.0	7.0	33.0	6.0	36	9	2	0
240.0	0.9	6.0	6.0	36	9	2	1
1200.0	13.6	76.0	7.0	36	9	2	21
1500.0	18.1	76.0	32.0	36	9	2	22
900.0	5.3	8.0	5.0	36	9	2	23
600.0	3.3	6.0	8.0	36	10	2	0
780.0	2.8	8.0	28.0	36	10	2	0
180.0	0.5	8.0	8.0	36	10	2	1
300.0	0.9	8.0	8.0	36	10	2	2
3360.0	21.5	76.0	31.0	36	11	2	16
360.0	1.4	33.0	33.0	36	11	2	18
600.0	1.6	8.0	7.0	36	11	2	19
1740.0	17.9	76.0	32.0	36	12	2	21
900.0	6.5	76.0	76.0	36	13	2	21
1800.0	13.3	76.0	3.0	36	13	2	23
2580.0	17.9	76.0	8.0	36	14	2	21
1560.0	18.0	76.0	32.0	36	15	2	1
1800.0	13.0	76.0	6.0	36	15	2	21
360.0	1.4	7.0	7.0	36	17	2	1
2100.0	13.8	76.0	1.0	36	17	2	22
900.0	8.3	76.0	15.0	36	18	2	1
1560.0	14.6	76.0	24.0	36	18	2	2
1560.0	18.0	76.0	8.0	36	18	2	3
2160.0	17.7	76.0	8.0	36	19	2	11
2100.0	17.8	76.0	8.0	36	19	2	15
3000.0	15.7	76.0	8.0	36	19	2	18
480.0	1.3	8.0	8.0	36	19	2	19
300.0	0.9	32.0	28.0	36	19	2	19
1560.0	14.6	76.0	6.0	36	20	2	22
3720.0	18.4	76.0	8.0	36	22	2	16
360.0	0.8	8.0	8.0	36	22	2	17
780.0	4.7	8.0	28.0	36	22	2	17
360.0	1.1	32.0	8.0	36	22	2	17
480.0	0.8	32.0	32.0	36	22	2	18
1500.0	3.6	32.0	7.0	36	22	2	18
660.0	1.5	8.0	8.0	36	22	2	19
360.0	0.8	8.0	8.0	36	22	2	19
480.0	1.6	8.0	8.0	36	22	2	19
360.0	0.8	8.0	8.0	36	22	2	20
600.0	0.7	32.0	8.0	36	22	2	20
1740.0	12.2	76.0	4.0	36	24	2	13
2040.0	18.3	76.0	32.0	36	24	2	16
240.0	0.9	8.0	8.0	36	24	2	17
240.0	0.6	8.0	8.0	36	24	2	17
480.0	1.7	8.0	32.0	36	24	2	17
1560.0	10.7	56.0	28.0	36	24	2	19
960.0	3.1	28.0	8.0	36	24	2	19
1140.0	10.8	56.0	28.0	36	24	2	22
1620.0	13.6	76.0	76.0	36	26	2	10
2100.0	13.3	76.0	5.0	36	26	2	16
1920.0	15.0	76.0	6.0	36	26	2	20
2160.0	13.6	76.0	22.0	36	27	2	16
1980.0	14.4	76.0	77.0	36	27	2	22
2100.0	14.4	76.0	7.0	36	28	2	14
2580.0	15.7	76.0	7.0	36	28	2	20
1740.0	13.2	76.0	2.0	36	28	2	22
2760.0	24.4	76.0	39.0	36	2	3	15
1740.0	18.3	76.0	8.0	36	2	3	23
2040.0	17.8	76.0	8.0	36	4	3	14
2220.0	18.1	76.0	32.0	36	4	3	19
660.0	2.1	8.0	28.0	36	4	3	20
3600.0	17.9	76.0	8.0	36	5	3	17
1020.0	1.8	8.0	8.0	36	5	3	19
1380.0	17.6	76.0	8.0	36	5	3	22
1200.0	11.1	76.0	14.0	36	6	3	21
2700.0	14.5	76.0	7.0	36	7	3	15
360.0	0.9	8.0	28.0	36	7	3	17
360.0	0.8	28.0	8.0	36	7	3	17
240.0	0.6	32.0	32.0	36	7	3	17
360.0	0.5	32.0	8.0	36	7	3	17
360.0	0.6	32.0	32.0	36	7	3	18
360.0	0.7	32.0	32.0	36	7	3	18
3120.0	18.9	32.0	76.0	36	7	3	18
2760.0	17.5	76.0	8.0	36	7	3	20
420.0	1.1	8.0	28.0	36	7	3	21
1440.0	17.5	76.0	8.0	36	7	3	23
3120.0	12.9	76.0	22.0	36	8	3	18
1500.0	17.5	76.0	8.0	36	8	3	21
2100.0	17.3	76.0	8.0	36	9	3	1
2040.0	14.4	76.0	6.0	36	10	3	18
2400.0	25.8	76.0	41.0	36	10	3	21
